"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
1,-121.402976450833,-3.3460409095,-1.5690442245,-0.816956492666667,-0.359631035833333,0.00155112249999998,0.362295359166667,0.820883828166667,1.5747392955,3.34246090566667,129.936225705833,0.000112467833333337
1,17.91678055,1.312477125,0.840834787,0.609185584,0.458774366,0.40805219,0.459961747,0.612230295,0.843654578,1.310072376,19.0956232,1.000008502
