n-999999999998,  zeta 
37207, -6.244162
37208, 0.713834
37209, -1.400444
37210, 0.073734
37211, -0.548960
37212, 2.471215
37213, -4.625805
37214, 4.176454
37215, -2.030318
37216, 2.624947
37217, -2.472339
37218, 2.210737
37219, -3.605237
37220, 1.411110
37221, -3.028943
37222, 2.465926
37223, -1.169619
37224, 0.004864
37225, 3.915154
37226, 7.435734
37227, -19.532866
37228, 3.705010
37229, 3.822781
37230, 1.436487
37231, -1.857289
37232, -0.423517
37233, 0.233296
37234, -0.204139
37235, -0.147758
37236, -0.198962
37237, -1.547136
37238, 2.478105
37239, -1.161029
37240, 1.801168
37241, -0.623505
37242, 0.468623
37243, 0.125161
37244, 1.246894
37245, -0.709376
37246, 1.456712
37247, -2.839064
37248, 0.183506
37249, -1.686411
37250, -0.363990
37251, -0.952522
37252, -1.376959
37253, -1.530497
37254, 11.706256
37255, -41.439496
37256, -13.530444
37257, 1.601708
37258, -0.407806
37259, -0.573251
37260, 4.957532
37261, 0.994820
37262, 0.596348
37263, -1.066962
37264, 0.298202
37265, -0.137137
37266, 0.874938
37267, -2.314727
37268, 0.750515
37269, -0.998696
37270, -0.153220
37271, -1.144117
37272, 1.743078
37273, -2.906188
37274, 2.940139
37275, -6.097112
37276, 1.537842
37277, 0.302317
37278, 0.144719
37279, -1.756780
37280, 3.536425
37281, -0.082395
37282, 1.263950
37283, -0.547198
37284, 0.317276
37285, -0.575414
37286, 0.232501
37287, 0.344561
37288, -9.871418
37289, -16.545610
37290, 7.823463
37291, -15.021927
37292, 3.906946
37293, 1.955602
37294, 2.768195
37295, -0.542000
37296, 1.300351
37297, -1.102841
37298, 6.679443
37299, -4.312549
37300, -1.189014
37301, -0.698335
37302, 1.092861
37303, -0.729804
37304, 4.943530
37305, 1.140363
37306, 0.343004
37307, -0.272455
37308, 0.600676
37309, -0.375387
37310, 0.217539
37311, -0.136634
37312, 0.068661
37313, -0.530891
37314, 1.158813
37315, -0.600656
37316, -0.518524
37317, 3.932949
37318, 11.551787
37319, -2.783582
37320, 7.817659
37321, -2.222174
37322, 8.915132
37323, 0.001162
37324, 1.990726
37325, -2.514158
37326, 1.037137
37327, -4.425151
37328, 1.022406
37329, -5.911759
37330, 1.007788
37331, -1.871597
37332, 4.918816
37333, -1.016912
37334, -0.960144
37335, -0.118332
37336, 0.688748
37337, -0.628618
37338, -1.280498
37339, -4.563319
37340, 10.021645
37341, -1.426901
37342, -1.111840
37343, -0.448392
37344, 0.412888
37345, -0.596395
37346, -0.333644
37347, -2.653511
37348, 1.628247
37349, -1.211520
37350, -0.486713
37351, -5.208080
37352, 0.762589
37353, -0.318344
37354, 0.916887
37355, 0.194560
37356, 1.832303
37357, -0.817561
37358, 0.724555
37359, 2.962512
37360, 2.561412
37361, -7.888027
37362, -3.809044
37363, -46.506492
37364, -7.307868
37365, 2.702110
37366, 0.851175
37367, -4.632175
37368, -0.379582
37369, 1.089190
37370, 0.258214
37371, -0.617250
37372, -0.595296
37373, 0.017909
37374, 0.025986
37375, -0.172230
37376, -0.388068
37377, -1.150762
37378, 3.355806
37379, -3.271046
37380, 1.287862
37381, -0.048902
37382, 2.339434
37383, -1.455557
37384, 1.314898
37385, -2.755030
37386, 0.663273
37387, -1.370501
37388, 0.592968
37389, 1.444011
37390, 5.391886
37391, -2.728563
37392, 5.728254
37393, -4.988891
37394, 1.697560
37395, 0.135692
37396, 5.471422
37397, -8.713812
37398, 1.373199
37399, 0.759272
37400, 1.023050
37401, -0.591661
37402, 1.348184
37403, -5.419791
37404, 3.750323
37405, -0.400905
37406, 0.332559
37407, -1.608099
37408, 5.287696
37409, -5.040408
37410, 0.366701
37411, -0.982781
37412, 1.444230
37413, 0.105482
37414, 0.341697
37415, 0.004358
37416, 2.490418
37417, -0.741134
37418, 0.245080
37419, -0.467994
37420, 0.177335
37421, -1.222869
37422, 0.171538
37423, 2.096796
37424, 3.290458
37425, 0.945490
37426, 2.575949
37427, 1.967362
37428, 1.397455
37429, -8.407997
37430, 23.611904
37431, -2.199304
37432, 3.066536
37433, 0.227883
37434, 3.477015
37435, -2.601807
37436, 0.842017
37437, 0.112091
37438, 1.239340
37439, -0.268952
37440, 5.547632
37441, -0.637753
37442, 0.284802
37443, -1.205632
37444, 1.140611
37445, -0.945852
37446, 0.281278
37447, -0.327402
37448, 0.753787
37449, -0.201889
37450, -0.261524
37451, -1.277101
37452, -0.112647
37453, 1.462845
37454, 11.721570
37455, -8.620021
37456, 2.529460
37457, 2.297284
37458, 0.005040
37459, -0.195768
37460, -0.106776
37461, -0.183510
37462, 1.954877
37463, -0.144046
37464, 3.599279
37465, -3.564858
37466, 2.574208
37467, -3.724931
37468, 2.453574
37469, -0.049803
37470, 3.151949
37471, -16.364278
37472, 11.110962
37473, 5.310520
37474, -0.501532
37475, -1.550575
37476, 1.154239
37477, -1.495724
37478, 2.525125
37479, 0.484096
37480, 1.107300
37481, -1.063833
37482, 1.227656
37483, -0.729568
37484, 0.955632
37485, -1.034516
37486, 0.659018
37487, -0.127824
37488, 1.442094
37489, -0.967598
37490, 0.338171
37491, 0.338226
37492, 2.506621
37493, -0.103158
37494, 0.309804
37495, -1.380183
37496, 5.647622
37497, -1.300275
37498, 1.930496
37499, -4.035546
37500, 3.524007
37501, -1.939468
37502, 6.324426
37503, -32.806052
37504, -5.268568
37505, 8.449635
37506, -0.613689
37507, -0.044557
37508, 1.183414
37509, -0.447803
37510, 0.683531
37511, -0.428721
37512, 0.551535
37513, 1.647842
37514, 8.065547
37515, -1.783294
37516, 0.401655
37517, -1.120852
37518, 7.085209
37519, 0.130887
37520, 1.867209
37521, -1.931854
37522, 0.574745
37523, -2.111624
37524, 0.184818
37525, -0.668291
37526, 0.330733
37527, -0.607831
37528, 0.171976
37529, -0.291867
37530, -3.867760
37531, -9.398316
37532, 1.013449
37533, -5.753973
37534, 0.308122
37535, -1.670257
37536, 1.153762
37537, 0.239372
37538, 5.748501
37539, -1.868157
37540, 13.290078
37541, -0.801755
37542, 16.711668
37543, 1.284694
37544, -1.659625
37545, -1.358422
37546, 2.201050
37547, -1.610886
37548, -0.868000
37549, 0.072576
37550, 0.056980
37551, -0.990537
37552, 0.553182
37553, -0.662038
37554, 0.625489
37555, -0.871610
37556, 1.276470
37557, -0.558735
37558, 0.533549
37559, -0.136847
37560, 1.822668
37561, -0.758813
37562, 0.975802
37563, 2.929821
37564, 9.392931
37565, -4.216066
37566, 4.800135
37567, -3.656270
37568, 2.452844
37569, -1.461842
37570, 0.054055
37571, -2.986633
37572, 1.379816
37573, -4.764598
37574, 4.607477
37575, -1.122137
37576, 5.270491
37577, -3.260426
37578, 0.325183
37579, -1.504461
37580, 5.007510
37581, -3.468015
37582, -1.218969
37583, -0.420841
37584, 2.184789
37585, -0.126665
37586, -0.026831
37587, -4.535518
37588, 2.286145
37589, -2.579978
37590, 0.744519
37591, -0.061758
37592, -0.141293
37593, -5.864673
37594, -0.024023
37595, -0.152716
37596, 2.383555
37597, -0.682677
37598, 0.124165
37599, -0.159557
37600, 0.315581
37601, -0.414627
37602, -0.558737
37603, 0.761944
37604, -6.303469
37605, 1.256742
37606, -5.246628
37607, -51.106491
37608, 1.220333
37609, -3.163703
37610, -0.428588
37611, -7.067808
37612, -5.071739
37613, 0.256242
37614, 0.023289
37615, -3.729562
37616, -0.482011
37617, -1.194478
37618, 2.449832
37619, -2.762167
37620, -0.948903
37621, -0.024645
37622, 0.072576
37623, -1.340904
37624, 0.059226
37625, -0.861164
37626, 2.958516
37627, -3.587918
37628, 0.162694
37629, -0.318209
37630, 2.097539
37631, -2.846828
37632, 1.596471
37633, -1.021704
37634, 0.874623
37635, -2.076479
37636, -1.454427
37637, -10.765824
37638, 0.739246
37639, -0.566938
37640, 0.650600
37641, 1.002099
37642, 8.174240
37643, -0.925839
37644, 4.855795
37645, -5.113283
37646, 2.583475
37647, -5.218937
37648, -0.056327
37649, 0.071306
37650, 0.174742
37651, -0.610914
37652, -1.501633
37653, -20.571806
37654, 4.923392
37655, 3.972590
37656, -0.089042
37657, -0.067203
37658, 0.808227
37659, 0.641814
37660, 0.160557
37661, -0.528042
37662, 0.367284
37663, -0.457658
37664, 0.280568
37665, -0.760481
37666, -0.558519
37667, -0.036685
37668, 2.599987
37669, -5.105763
37670, 1.391194
37671, -1.475169
37672, 0.246504
37673, -0.341436
37674, -1.701349
37675, -2.279431
37676, 12.272638
37677, -6.944106
37678, 2.927885
37679, -1.322389
37680, 4.339664
37681, -21.248015
37682, -7.720376
37683, -0.215769
37684, 1.042112
37685, -0.303183
37686, 0.138699
37687, -0.584007
37688, 3.027569
37689, 0.252076
37690, 0.527802
37691, -0.214379
37692, 0.360830
37693, -0.045156
37694, -0.713947
37695, -3.630690
37696, 5.779661
37697, -3.406540
37698, 3.348419
37699, -0.210306
37700, 0.413103
37701, -1.480666
37702, 0.372743
37703, -2.748127
37704, 0.614635
37705, -3.142695
37706, 0.507857
37707, -0.963632
37708, 1.291790
37709, -0.313369
37710, -0.381727
37711, 2.276183
37712, 2.421073
37713, -1.819221
37714, 11.372680
37715, -8.040101
37716, 4.771401
37717, -0.652719
37718, 7.999313
37719, -8.890641
37720, 2.707217
37721, 0.742605
37722, 0.144619
37723, 1.901270
37724, -0.157202
37725, -0.002079
37726, 0.517308
37727, -2.695895
37728, 1.842692
37729, -1.894091
37730, 2.305591
37731, -0.797289
37732, 1.689867
37733, 0.273195
37734, 0.381482
37735, -0.048530
37736, 0.073124
37737, 0.619070
37738, 1.522829
37739, 0.737599
37740, 1.016386
37741, -0.933921
37742, 0.512807
37743, -9.350350
37744, 5.318731
37745, -0.768336
37746, 7.756333
37747, -8.224188
37748, 4.362313
37749, -2.622677
37750, -0.727210
37751, -0.276271
37752, 1.242649
37753, -0.036292
37754, 3.731850
37755, -4.095773
37756, 0.225680
37757, -1.451463
37758, 0.707860
37759, -1.708971
37760, 5.610451
37761, -3.853575
37762, 0.563179
37763, 0.178589
37764, 0.852850
37765, -1.140211
37766, 0.493955
37767, -2.910509
37768, 1.533317
37769, -4.220605
37770, -0.397561
37771, -0.453532
37772, 0.816588
37773, -0.766511
37774, 1.131817
37775, -1.004126
37776, 0.476556
37777, -0.534471
37778, -1.980369
37779, -4.076437
37780, 2.736734
37781, 0.764364
37782, 6.146351
37783, -1.757707
37784, 1.150968
37785, -10.649709
37786, 2.694949
37787, -1.677479
37788, 13.799949
37789, -14.281121
37790, -4.028021
37791, 0.079030
37792, -1.518080
37793, 0.387461
37794, -0.287973
37795, -0.268132
37796, 0.244203
37797, -1.398755
37798, 1.647949
37799, -0.756998
37800, 0.144824
37801, -0.215681
37802, -0.138769
37803, -0.486436
37804, 0.730627
37805, 0.735102
37806, 1.280674
37807, -7.320381
37808, 4.614926
37809, -3.976493
37810, 1.558883
37811, -0.094450
37812, 2.311045
37813, -0.100608
37814, 0.263707
37815, 1.397335
37816, 1.246927
37817, -5.113718
37818, 1.928913
37819, 0.877765
37820, 21.361887
37821, -5.147056
37822, -3.413702
37823, -1.441220
37824, 0.343697
37825, -0.376063
37826, 1.352054
37827, -1.988602
37828, 2.840574
37829, -2.136881
37830, 0.696677
37831, -7.387623
37832, 0.950144
37833, -2.752393
37834, 1.777136
37835, -0.235646
37836, 0.543912
37837, -1.392895
37838, 1.915898
37839, 0.215279
37840, 0.385458
37841, -0.268983
37842, 0.913252
37843, -0.498784
37844, 0.482731
37845, -0.281204
37846, 0.233605
37847, -2.762169
37848, 0.047975
37849, 0.299800
37850, -0.486212
37851, 0.866204
37852, -6.270079
37853, -30.029986
37854, 9.878056
37855, -1.403202
37856, 6.837268
37857, -2.866984
37858, -0.414116
37859, -3.402886
37860, -1.621418
37861, -0.039120
37862, 1.192455
37863, -1.248357
37864, 1.259405
37865, -0.669217
37866, 1.594484
37867, -0.617306
37868, 0.517021
37869, -3.333981
37870, 1.958216
37871, -2.033149
37872, -0.023084
37873, -0.428966
37874, 0.560475
37875, -1.920939
37876, 1.509206
37877, -0.491633
37878, 1.072865
37879, -1.259515
37880, 6.953687
37881, -2.688031
37882, 0.150845
37883, -0.114534
37884, 2.604063
37885, -5.674528
37886, 0.713041
37887, -0.523930
37888, 0.495631
37889, -0.064946
37890, -1.177582
37891, 0.127583
37892, 0.606046
37893, -19.797954
37894, 2.177750
37895, -10.062363
37896, 1.223495
37897, -3.220797
37898, 2.252698
37899, -0.310600
37900, 0.930176
37901, -0.260418
37902, -0.295369
37903, -0.492337
37904, 5.010668
37905, 1.319716
37906, -0.263326
37907, -0.100135
37908, 0.092905
37909, 0.920801
37910, 2.308505
37911, -4.259921
37912, 0.774875
37913, -1.451218
37914, 0.031364
37915, 0.395113
37916, 1.715743
37917, -0.963609
37918, -0.497198
37919, -0.177145
37920, -3.964218
37921, -14.004826
37922, 4.998772
37923, -5.714660
37924, 6.717515
37925, -4.388364
37926, -0.149239
37927, -5.148641
37928, 2.491433
37929, -0.594947
37930, 6.714813
37931, -3.874632
37932, -2.486226
37933, -0.934713
37934, -0.315269
37935, -0.106931
37936, 0.107043
37937, -0.347272
37938, 1.887166
37939, -1.941556
37940, 1.061901
37941, -1.387417
37942, 1.678499
37943, -8.324122
37944, 3.403122
37945, -4.122783
37946, -2.196476
37947, -0.410261
37948, 0.229535
37949, -0.026501
37950, -0.001048
37951, -0.040045
37952, 2.199907
37953, -0.646079
37954, -1.118170
37955, -2.505000
37956, 1.510236
37957, 0.554759
37958, -1.268096
37959, -12.196463
37960, 1.973518
37961, 1.618068
37962, 14.777700
37963, -14.664980
37964, -1.961933
37965, 1.259046
37966, 2.565119
37967, 0.152255
37968, 2.187361
37969, -2.553016
37970, 6.601905
37971, -1.452012
37972, 0.435978
37973, 0.529431
37974, 0.510311
37975, 0.551069
37976, 0.193392
37977, -0.033722
37978, -0.475582
37979, -1.904243
37980, 1.413914
37981, -0.272238
37982, 0.819215
37983, -0.255991
37984, 1.230611
37985, -2.637906
37986, -0.039991
37987, -0.544650
37988, 6.468359
37989, -7.648944
37990, 3.482189
37991, 0.446746
37992, 0.476308
37993, -1.432603
37994, -3.163489
37995, -17.173152
37996, 2.443921
37997, -0.916676
37998, -0.162904
37999, -0.955084
38000, 1.768452
38001, -4.244796
38002, 2.108747
38003, -4.070472
38004, 0.552190
38005, -0.669162
38006, 4.874899
38007, -1.810375
38008, 5.244276
38009, 0.577098
38010, 0.141797
38011, -2.720474
38012, 0.165889
38013, -1.029548
38014, 0.185342
38015, -0.552522
38016, 1.785110
38017, -1.606535
38018, -0.099344
38019, -3.998425
38020, 2.022771
38021, 0.086627
38022, 0.158908
38023, 0.590032
38024, 0.324473
38025, -3.846374
38026, 1.183975
38027, -0.215625
38028, -0.235592
38029, 1.606832
38030, -16.302889
38031, -20.324882
38032, 24.923977
38033, -16.832378
38034, 12.173282
38035, 9.231180
38036, -5.059480
38037, 0.033138
38038, 0.917104
38039, 0.641071
38040, 0.542257
38041, -0.660753
38042, 0.379185
38043, -0.428018
38044, -0.657004
38045, -3.152552
38046, 3.579965
38047, -0.829801
38048, 1.564987
38049, -0.397207
38050, 1.596621
38051, -1.474042
38052, 0.351276
38053, 1.902031
38054, 6.283199
38055, -3.515572
38056, 1.139858
38057, -1.668011
38058, 0.922602
38059, -2.959077
38060, 0.560398
38061, -1.413811
38062, 1.128845
38063, -0.120036
38064, 2.735129
38065, -3.556623
38066, 6.240962
38067, -4.995872
38068, 4.908236
38069, -0.755758
38070, 2.927903
38071, -0.507854
38072, 0.476350
38073, -3.682825
38074, 6.063488
38075, -1.378115
38076, 7.164956
38077, -1.586470
38078, 0.391096
38079, 0.589156
38080, 0.132453
38081, -4.294785
38082, 0.955515
38083, -0.922684
38084, -0.057977
38085, -0.894698
38086, 0.675349
38087, -0.615632
38088, 0.581550
38089, -0.041781
38090, 0.693356
38091, 0.033574
38092, -0.559229
38093, 0.370513
38094, -18.389360
38095, -25.998549
38096, 7.262515
38097, -1.624174
38098, 2.989441
38099, -2.373047
38100, 2.129869
38101, -1.206063
38102, 0.690437
38103, -22.935632
38104, -4.651471
38105, -0.134799
38106, 1.393703
38107, -3.280885
38108, 3.014871
38109, -1.065026
38110, 1.810016
38111, -1.202209
38112, 0.358460
38113, -0.728951
38114, 0.351369
38115, -0.608571
38116, 0.396887
38117, -0.583103
38118, -1.161149
38119, -3.110816
38120, 4.244457
38121, -3.807115
38122, 1.148403
38123, -1.278222
38124, 1.132321
38125, -6.405372
38126, -0.216048
38127, -0.470199
38128, 1.153001
38129, -0.860896
38130, 0.840562
38131, -0.110054
38132, -0.510843
38133, -1.655008
38134, -1.546708
38135, 0.513148
38136, 11.172633
38137, -0.316661
38138, 3.765614
38139, -8.742819
38140, 0.291504
38141, -13.698806
38142, 0.522589
38143, -5.687403
38144, 4.554815
38145, -4.309828
38146, -4.576198
38147, -0.290940
38148, 0.257669
38149, -0.503307
38150, 0.144844
38151, -0.468851
38152, 1.034698
38153, -0.771611
38154, 1.334543
38155, -0.809318
38156, 1.767023
38157, -1.660659
38158, 0.142901
38159, 0.293708
38160, 3.003254
38161, -1.266629
38162, 0.533856
38163, -2.339923
38164, 0.473003
38165, 0.669199
38166, 1.849233
38167, -0.609380
38168, -7.585058
38169, -23.732426
38170, 0.672710
38171, -14.153325
38172, -0.775243
38173, -3.348980
38174, 2.146395
38175, 0.746886
38176, 0.487465
38177, -2.055549
38178, 1.837811
38179, -0.797723
38180, 0.503619
38181, -2.750502
38182, 0.840897
38183, -0.007652
38184, 4.333924
38185, -2.185495
38186, 3.093799
38187, -4.177068
38188, 7.653690
38189, 3.090174
38190, 0.076053
38191, -0.544377
38192, 0.324255
38193, -0.347009
38194, 0.023907
38195, 0.812209
38196, -0.102217
38197, -6.662869
38198, 1.500259
38199, -0.292012
38200, 0.879278
38201, -0.438662
38202, 0.300695
38203, -1.011001
38204, 1.161153
38205, -0.984156
38206, 0.525686
38207, 0.625912
38208, 5.357340
38209, -29.221124
38210, -2.650755
38211, -10.339253
38212, -3.244007
38213, -1.740153
38214, -0.102798
38215, -2.310790
38216, 0.032930
38217, -3.465772
38218, 0.189852
38219, -1.014368
38220, 0.214101
38221, -1.085148
38222, 0.372202
38223, -0.194675
38224, 0.447590
38225, -0.746174
38226, 0.012443
38227, -0.229179
38228, -2.313119
38229, 0.245148
38230, 11.736251
38231, 0.010125
38232, 2.356870
38233, -0.188117
38234, 0.328912
38235, -6.270746
38236, 5.673738
38237, -0.848832
38238, 0.971568
38239, -0.720483
38240, 0.322173
38241, -0.886849
38242, 0.832652
38243, -2.647643
38244, 2.134300
38245, -6.740835
38246, -0.009722
38247, -19.045544
38248, 2.272953
38249, 2.488962
38250, -0.551681
38251, -0.487078
38252, 2.561431
38253, -0.743122
38254, 0.783036
38255, -3.181803
38256, 1.015006
38257, 0.091592
38258, 7.697991
38259, -1.317991
38260, 0.500488
38261, -0.362046
38262, 0.405349
38263, -1.232476
38264, 0.218565
38265, -0.706560
38266, 0.033256
38267, -0.393756
38268, 1.222467
38269, -0.375842
38270, 1.707547
38271, -0.015226
38272, -0.425095
38273, 4.314092
38274, -0.063870
38275, -8.165146
38276, 4.217773
38277, -10.543434
38278, 15.455411
38279, -9.598888
38280, -3.724631
38281, -2.117374
38282, 2.349601
38283, -1.886506
38284, -0.334042
38285, -1.506687
38286, 0.337120
38287, -1.142570
38288, 0.688806
38289, -0.041029
38290, -0.003720
38291, -2.360418
38292, 1.479387
38293, -1.471570
38294, 2.396722
38295, -0.216615
38296, 1.607582
38297, -2.135687
38298, 1.932977
38299, -2.460912
38300, 0.848079
38301, -4.146552
38302, 0.104435
38303, -0.424089
38304, 0.498602
38305, -2.127901
38306, -0.005321
38307, 1.554063
38308, 7.061748
38309, -1.967739
38310, 2.434420
38311, -3.254607
38312, 1.821290
38313, -3.959741
38314, 0.606429
38315, -2.971832
38316, 1.654219
38317, -1.702427
38318, 2.839285
38319, -4.271807
38320, 5.583968
38321, -10.403313
38322, 15.499883
38323, 6.968354
38324, -3.959236
38325, -0.019329
38326, 0.952265
38327, -0.368805
38328, 0.474069
38329, -0.190047
38330, 0.503945
38331, -0.235121
38332, 1.235782
38333, -0.160064
38334, 1.740827
38335, -0.075887
38336, 1.111092
38337, -0.763212
38338, 2.675860
38339, -1.853612
38340, 0.452827
38341, -0.200468
38342, 1.668277
38343, -2.740388
38344, -0.545529
38345, -9.817327
38346, 4.428886
38347, -3.129819
38348, 1.557951
38349, -1.207901
38350, -3.406591
38351, -32.519513
38352, -5.664174
38353, 1.185736
38354, -1.033969
38355, 0.307033
38356, -0.013722
38357, -0.407884
38358, -0.076541
38359, 0.183627
38360, 9.986766
38361, 0.998030
38362, 1.773955
38363, -0.018724
38364, 0.973081
38365, -0.539170
38366, 2.517697
38367, -1.430061
38368, 1.074245
38369, -7.844246
38370, -0.197173
38371, -1.742758
38372, 2.504233
38373, 0.167492
38374, 0.311785
38375, -0.542050
38376, 0.090027
38377, -0.296739
38378, -1.301100
38379, -0.821726
38380, -0.392604
38381, -0.260387
38382, 4.418052
38383, -2.097448
38384, 0.344186
38385, -0.789604
38386, 43.059954
38387, 6.155006
38388, 0.116532
38389, 1.413540
38390, 0.030699
38391, -1.415843
38392, 3.576748
38393, -0.076846
38394, -0.113723
38395, -1.507815
38396, 1.101287
38397, -0.846542
38398, 1.647299
38399, -0.716749
38400, 3.077150
38401, -0.247805
38402, 0.867291
38403, -0.376119
38404, 0.536662
38405, -0.250729
38406, 0.301635
38407, 0.155080
38408, -2.659719
38409, -0.269040
38410, 3.719718
38411, -7.117093
38412, 6.099323
38413, -4.031549
38414, 4.061447
38415, -0.029311
38416, 1.033698
38417, 0.836186
38418, 7.368815
38419, -0.269675
38420, 0.584775
38421, -8.514223
38422, 4.505104
38423, -1.818529
38424, -0.378223
38425, -0.661214
38426, 2.830335
38427, -2.633654
38428, 3.467751
38429, -0.708722
38430, -0.413818
38431, -6.674657
38432, 6.711267
38433, 1.726862
38434, 1.894822
38435, 0.626106
38436, 0.090606
38437, -1.974981
38438, 2.451842
38439, -0.457086
38440, 1.220622
38441, 0.138761
38442, 0.083490
38443, 0.682089
38444, -0.089669
38445, -0.276356
38446, 8.560949
38447, 0.422083
38448, 0.271764
38449, -1.297918
38450, -0.377144
38451, 2.187648
38452, 2.946642
38453, -4.317154
38454, -1.078734
38455, -14.127530
38456, 6.679326
38457, -6.715003
38458, 16.903902
38459, 4.882211
38460, 4.111771
38461, 0.796422
38462, -0.553420
38463, 0.000266
38464, -0.107900
38465, -1.369559
38466, -0.490128
38467, -0.020135
38468, 0.478274
38469, -0.302757
38470, -0.238416
38471, -1.391710
38472, 1.076862
38473, 0.004070
38474, 3.477387
38475, -7.762945
38476, 2.158057
38477, -1.856475
38478, 0.405277
38479, -0.292936
38480, 1.408296
38481, -0.783554
38482, 1.196226
38483, -1.715722
38484, -0.490039
38485, -1.577221
38486, 5.184917
38487, -1.197776
38488, 2.995698
38489, -2.376799
38490, 1.960880
38491, -7.274085
38492, 0.669548
38493, -3.833898
38494, 3.973593
38495, -7.256391
38496, 0.735188
38497, -1.538477
38498, 2.173247
38499, -2.080888
38500, 0.052085
38501, -3.264224
38502, 7.825312
38503, 0.918742
38504, -0.248437
38505, -0.427635
38506, 1.790979
38507, 0.186312
38508, 0.600361
38509, -0.953236
38510, 0.216322
38511, -1.713188
38512, 0.742768
38513, -0.496485
38514, -0.023319
38515, -0.090828
38516, 0.304693
38517, -1.492878
38518, 0.804362
38519, 0.288552
38520, 2.066908
38521, 5.116901
38522, 5.364547
38523, -12.871991
38524, 25.899916
38525, 0.520861
38526, 0.808210
38527, 2.651047
38528, 0.683189
38529, -0.455787
38530, 0.197357
38531, -1.699161
38532, 0.610503
38533, -4.504018
38534, 4.653721
38535, -1.999651
38536, 2.255532
38537, 0.475304
38538, 0.089448
38539, -0.144320
38540, 0.598992
38541, 0.033369
38542, 3.717244
38543, -1.768263
38544, 1.305575
38545, -3.074475
38546, 0.326451
38547, -0.274567
38548, 3.961206
38549, -1.079537
38550, 3.271860
38551, -0.845800
38552, 1.320849
38553, -2.758524
38554, 0.760204
38555, -0.217018
38556, 0.767912
38557, -0.835297
38558, 0.357031
38559, 2.529200
38560, -2.470838
38561, -7.506402
38562, 6.599505
38563, -14.824597
38564, 4.718917
38565, -5.676106
38566, 8.160529
38567, 0.833104
38568, 3.358344
38569, 2.679098
38570, -0.070823
38571, -1.763454
38572, 1.717320
38573, 0.395262
38574, 0.150670
38575, -0.054951
38576, 2.221022
38577, -1.645890
38578, 0.042828
38579, -0.152160
38580, 0.208092
38581, -1.362296
38582, 1.429128
38583, -0.030014
38584, -1.384125
38585, -4.607108
38586, 2.041417
38587, -3.268953
38588, 1.100376
38589, -1.561316
38590, 4.891773
38591, -1.263706
38592, 0.338703
38593, 1.804190
38594, -0.031668
38595, -14.593627
38596, 11.173892
38597, -2.258970
38598, 1.676181
38599, -0.726311
38600, 0.173031
38601, -7.028024
38602, -1.743092
38603, 0.442467
38604, 0.170344
38605, -1.097976
38606, 0.459403
38607, -2.614812
38608, 0.388279
38609, 0.649322
38610, -0.261520
38611, -27.535100
38612, -9.596058
38613, 0.770273
38614, 0.077420
38615, -0.351240
38616, 0.780346
38617, -1.821824
38618, 0.893152
38619, -0.499212
38620, 0.242204
38621, -0.654500
38622, -0.108125
38623, -0.966363
38624, -0.656060
38625, 1.956889
38626, 4.003277
38627, -1.685750
38628, 4.159479
38629, -4.918465
38630, 8.629720
38631, -0.221302
38632, 1.845940
38633, -0.285135
38634, 9.920802
38635, -10.418348
38636, 13.907250
38637, 4.394270
38638, -2.905201
38639, -1.088482
38640, -0.643799
38641, -0.750647
38642, 0.004103
38643, -2.750555
38644, 0.458898
38645, -0.651503
38646, 0.885843
38647, -0.367125
38648, 0.339891
38649, -1.218500
38650, 3.110895
38651, -0.340724
38652, -0.046480
38653, -0.179905
38654, -0.144956
38655, 5.632265
38656, 16.706073
38657, 0.417776
38658, 4.961358
38659, -0.542245
38660, 2.945112
38661, -0.822029
38662, 2.544681
38663, -1.413346
38664, 0.575410
38665, -0.918862
38666, -0.571560
38667, -12.096169
38668, 0.242795
38669, -1.027764
38670, -0.019947
38671, -4.437753
38672, 7.099287
38673, -2.597660
38674, 6.473791
38675, -0.190733
38676, 0.774733
38677, -7.574092
38678, -0.181067
38679, 0.264995
38680, -0.057973
38681, -0.356522
38682, 0.059769
38683, -0.229347
38684, 0.440047
38685, -0.788114
38686, 4.984491
38687, -3.344027
38688, -0.230699
38689, -0.689365
38690, 1.010705
38691, -0.767236
38692, 0.205923
38693, 0.246964
38694, 0.081493
38695, -0.673971
38696, -0.733764
38697, 10.536984
38698, 13.597652
38699, -4.666921
38700, -0.909653
38701, -11.953366
38702, 15.378973
38703, -16.487726
38704, -7.806999
38705, -1.035194
38706, 2.441823
38707, -0.454881
38708, -0.399392
38709, -0.164682
38710, 0.870659
38711, -0.661016
38712, 0.636563
38713, -1.403618
38714, 1.785039
38715, -0.567616
38716, 1.504417
38717, -0.333494
38718, 4.033015
38719, -0.705215
38720, 1.258125
38721, -1.984504
38722, 1.159122
38723, 0.648248
38724, 10.918043
38725, 2.358246
38726, 0.342166
38727, -0.316012
38728, 2.053396
38729, -0.633323
38730, 2.416141
38731, -0.049445
38732, -0.227485
38733, -1.797054
38734, 0.061045
38735, -5.271551
38736, 1.103099
38737, -3.979754
38738, 13.018516
38739, -0.118494
38740, 1.324977
38741, -0.037622
38742, 2.818152
38743, -8.113965
38744, 7.351829
38745, 0.928482
38746, 0.256069
38747, -2.069260
38748, 2.235350
38749, -7.272217
38750, -0.575557
38751, -0.952104
38752, -0.897538
38753, 0.953044
38754, -0.003486
38755, -0.158620
38756, -0.185176
38757, -0.329658
38758, 1.037760
38759, 0.092220
38760, -0.749631
