n-999999999998,  zeta 
16866, 11.891044
16867, 2.893759
16868, 0.604154
16869, -0.372308
16870, 0.595136
16871, -1.398268
16872, 0.440658
16873, -2.105577
16874, 1.862970
16875, -0.435609
16876, 0.677340
16877, -1.802488
16878, -0.054030
16879, -7.742205
16880, 5.889872
16881, -1.936950
16882, 2.828590
16883, -6.657211
16884, 2.504664
16885, -1.801145
16886, 0.494059
16887, -1.474462
16888, 8.660076
16889, -0.427835
16890, 0.717006
16891, -2.659284
16892, 3.167491
16893, -1.987409
16894, 1.376865
16895, -2.061495
16896, -1.305571
16897, -0.131450
16898, 0.825118
16899, -0.017025
16900, 0.184966
16901, -3.755544
16902, 0.422282
16903, 0.000859
16904, 0.142832
16905, -0.109100
16906, -1.401284
16907, -3.188581
16908, 1.497806
16909, 0.290964
16910, 0.156582
16911, 17.652024
16912, 38.501587
16913, 0.428716
16914, 0.246167
16915, -11.809906
16916, 3.694590
16917, -5.043221
16918, -1.052850
16919, -1.836287
16920, 0.870087
16921, -0.478993
16922, -0.018823
16923, -0.166715
16924, 2.243644
16925, -1.293143
16926, 1.254898
16927, -8.961071
16928, -1.712107
16929, -1.214720
16930, 0.316757
16931, 0.020067
16932, 2.245600
16933, -1.184254
16934, 0.796108
16935, -1.336575
16936, 0.852073
16937, -1.741303
16938, 0.665827
16939, -5.618428
16940, 4.446745
16941, 0.361794
16942, 1.360929
16943, -0.211790
16944, 0.642464
16945, -0.964569
16946, 1.037473
16947, -0.218975
16948, -1.133065
16949, -5.621619
16950, 0.959159
16951, -1.322085
16952, -6.499906
16953, -19.620256
16954, 0.556418
16955, -13.809283
16956, 13.497077
16957, 0.225676
16958, 2.035092
16959, 4.156203
16960, -1.156262
16961, -0.203629
16962, 0.521119
16963, -0.214851
16964, -0.130613
16965, -4.745384
16966, -0.496705
16967, -1.050782
16968, 0.113599
16969, -1.538764
16970, 0.739390
16971, -0.127263
16972, 1.196882
16973, 0.011887
16974, 1.498738
16975, -1.581193
16976, -0.174827
16977, -1.160794
16978, 3.737573
16979, -3.977858
16980, 4.899746
16981, -1.818848
16982, 2.154084
16983, -1.970321
16984, 0.052547
16985, 1.262950
16986, 3.353846
16987, -15.684935
16988, 9.079372
16989, -3.186560
16990, -1.734822
16991, -0.475911
16992, -0.886161
16993, -0.163755
16994, 0.264341
16995, 0.181338
16996, 1.892832
16997, -1.952464
16998, 4.800244
16999, -1.927392
17000, 1.729804
17001, -3.644368
17002, 1.353112
17003, -3.059490
17004, 1.885071
17005, -2.560263
17006, 2.102779
17007, 1.205411
17008, 0.234396
17009, -0.068771
17010, 0.274449
17011, -0.287587
17012, 0.097333
17013, -0.503142
17014, -1.262096
17015, 1.474431
17016, 2.520732
17017, -7.753207
17018, 1.671669
17019, -2.022680
17020, 2.986055
17021, -4.838839
17022, 2.126867
17023, -11.716286
17024, 6.690807
17025, -5.916244
17026, -0.448743
17027, -2.142079
17028, 6.415345
17029, 1.791320
17030, 0.267929
17031, -1.162298
17032, 0.549868
17033, -0.789547
17034, 0.959828
17035, -0.565975
17036, 0.479978
17037, -0.872138
17038, 0.008468
17039, 0.245285
17040, -0.440069
17041, -5.094031
17042, 0.911089
17043, -0.424271
17044, 1.856350
17045, -0.909115
17046, -1.871548
17047, -6.036182
17048, 2.334899
17049, -10.141543
17050, -1.517165
17051, -0.109845
17052, 1.332347
17053, -2.480119
17054, 1.857491
17055, -0.254826
17056, 6.569291
17057, -0.309996
17058, 0.663123
17059, -5.565147
17060, 3.747035
17061, 0.008214
17062, 5.241724
17063, -5.127956
17064, 1.520980
17065, -4.905605
17066, 1.529742
17067, -9.784981
17068, -4.451853
17069, -0.342591
17070, 0.513632
17071, -0.878638
17072, 1.097634
17073, -0.451282
17074, 0.266737
17075, -1.663150
17076, 1.570631
17077, -1.262266
17078, -0.153660
17079, -3.847698
17080, 0.140124
17081, -0.637689
17082, 0.447759
17083, -2.719263
17084, 0.138815
17085, -1.036385
17086, 0.404419
17087, -0.101669
17088, 0.329850
17089, 30.497533
17090, 24.432197
17091, -21.982033
17092, 37.709414
17093, 13.153559
17094, -0.985042
17095, 0.635992
17096, 0.601440
17097, 0.112716
17098, 1.139434
17099, -4.135744
17100, 0.534298
17101, 0.429880
17102, 0.039583
17103, -0.191420
17104, 2.814231
17105, -0.958030
17106, 0.584442
17107, -1.007334
17108, 1.400938
17109, -1.860513
17110, 3.324212
17111, -1.031139
17112, 2.436570
17113, -4.290549
17114, 1.392310
17115, 0.119535
17116, 0.227443
17117, -1.434560
17118, 0.630661
17119, -1.607240
17120, 3.001257
17121, -0.812884
17122, 1.167509
17123, -1.047614
17124, 3.416255
17125, -0.441169
17126, 0.305237
17127, 2.016566
17128, 7.767773
17129, -12.187044
17130, 4.828372
17131, -4.051140
17132, 2.092360
17133, -0.782174
17134, 0.269632
17135, -3.981645
17136, 4.520126
17137, -1.905661
17138, 0.695041
17139, -4.761315
17140, 2.923441
17141, 0.598145
17142, -0.589141
17143, -0.266536
17144, 0.368152
17145, -0.045287
17146, 0.123264
17147, 0.225666
17148, 0.606669
17149, -0.780095
17150, 0.055736
17151, 1.815331
17152, 3.425231
17153, -1.841547
17154, -0.113477
17155, -3.943172
17156, 4.381109
17157, -5.007804
17158, 2.670973
17159, -4.516698
17160, 1.072007
17161, 0.947072
17162, 8.459653
17163, -4.660859
17164, 3.208375
17165, -1.582256
17166, 0.718678
17167, -8.141211
17168, 0.673184
17169, -0.956530
17170, 5.724007
17171, -0.314657
17172, -1.089197
17173, -0.133610
17174, 0.303677
17175, -0.320953
17176, 0.256755
17177, -0.230630
17178, 6.395893
17179, -3.472640
17180, 1.927464
17181, -1.719874
17182, 0.988354
17183, -1.671191
17184, 2.779373
17185, -0.159732
17186, 0.743485
17187, -1.394492
17188, 0.276063
17189, -0.242384
17190, -1.079877
17191, -4.116354
17192, 2.408599
17193, -0.162098
17194, -0.220172
17195, 0.696112
17196, 0.029620
17197, -0.616670
17198, -11.431328
17199, -35.860466
17200, 8.558430
17201, -0.021036
17202, 4.943356
17203, -7.301457
17204, 6.671824
17205, 6.110416
17206, 0.164341
17207, 1.546120
17208, 0.050456
17209, -0.963634
17210, 0.482514
17211, -0.306252
17212, -0.030920
17213, 0.954052
17214, 6.221313
17215, -1.248164
17216, 2.795080
17217, 0.268217
17218, 0.454349
17219, 0.147340
17220, 0.708115
17221, 0.109749
17222, 4.385877
17223, 0.007182
17224, 1.392802
17225, -2.670140
17226, 1.845632
17227, -2.639836
17228, 1.721825
17229, 1.757938
17230, 6.798449
17231, -8.050765
17232, 10.230990
17233, -0.098108
17234, -0.143245
17235, -0.008564
17236, 1.696245
17237, -2.070511
17238, 2.614795
17239, -1.153506
17240, 1.680016
17241, -2.320558
17242, 1.225326
17243, -2.951025
17244, 7.284269
17245, -8.975868
17246, -3.357776
17247, -1.098778
17248, 0.749220
17249, 0.226754
17250, 0.616883
17251, -1.192314
17252, 1.460278
17253, -0.062578
17254, 0.936890
17255, 0.115741
17256, 4.000301
17257, -0.514434
17258, 0.210395
17259, -0.834502
17260, 0.308837
17261, 0.077160
17262, -3.999127
17263, -2.100978
17264, 2.304147
17265, -9.379814
17266, 2.989604
17267, -3.607097
17268, 0.385761
17269, 5.334402
17270, 34.316370
17271, 5.563653
17272, 0.489237
17273, -5.545436
17274, 3.266237
17275, -2.308615
17276, -1.402240
17277, 0.928956
17278, 0.216036
17279, -1.685309
17280, 0.701245
17281, -1.461267
17282, 1.198108
17283, -0.690351
17284, 0.353144
17285, -1.288832
17286, 0.306312
17287, -0.093036
17288, -0.279368
17289, 0.311946
17290, -2.179476
17291, -14.076120
17292, 2.805942
17293, -5.943614
17294, 1.336948
17295, 1.460109
17296, 0.195143
17297, -0.502715
17298, -0.010557
17299, -1.980272
17300, 0.313327
17301, 0.934421
17302, 0.982835
17303, 6.123168
17304, 20.311844
17305, -2.088470
17306, 3.980696
17307, -7.853508
17308, 4.181295
17309, -0.181918
17310, 4.083837
17311, 0.431657
17312, 0.703733
17313, -2.785868
17314, 1.131813
17315, -7.502544
17316, 0.882819
17317, 1.322723
17318, 0.001006
17319, -1.205403
17320, 2.278295
17321, -1.023568
17322, 1.185001
17323, -0.551090
17324, 0.273102
17325, -1.135828
17326, 0.216404
17327, -1.101118
17328, 0.133662
17329, -0.107102
17330, -0.305700
17331, 0.086169
17332, -0.463860
17333, -3.516335
17334, 0.868568
17335, -5.573571
17336, 8.833343
17337, -0.761632
17338, 7.014209
17339, -2.381213
17340, 14.616279
17341, -6.494856
17342, -3.927448
17343, 0.080909
17344, 0.943516
17345, 0.084180
17346, 2.348422
17347, -0.247140
17348, 2.617214
17349, 0.165741
17350, 0.303718
17351, -2.038698
17352, 1.091177
17353, -0.052680
17354, 6.259515
17355, -2.394827
17356, 2.187710
17357, -2.345718
17358, 0.918744
17359, -0.250000
17360, 0.274531
17361, -1.504612
17362, 2.199091
17363, -0.035418
17364, -0.378358
17365, -0.392441
17366, 1.897904
17367, -3.346716
17368, 3.827516
17369, -2.729797
17370, 0.653978
17371, -0.158513
17372, 0.977147
17373, -1.943752
17374, 0.125750
17375, 0.333971
17376, 1.427970
17377, -10.829263
17378, 6.256031
17379, -9.972678
17380, 14.333558
17381, 0.147816
17382, 0.593870
17383, 3.414043
17384, -0.077134
17385, -0.499454
17386, 2.013267
17387, -0.011229
17388, 1.763883
17389, 0.793391
17390, 0.111834
17391, -0.143965
17392, 0.570446
17393, 0.032633
17394, 0.721152
17395, 1.696279
17396, 8.829193
17397, 0.039394
17398, 0.835681
17399, 0.289435
17400, 2.782390
17401, -1.627974
17402, 0.853285
17403, -0.196927
17404, 0.870691
17405, -5.335849
17406, 12.184087
17407, 1.348520
17408, 1.355732
17409, -1.401853
17410, 4.663987
17411, -2.915550
17412, 5.859236
17413, -0.012996
17414, 7.840038
17415, 0.505946
17416, 0.398629
17417, -4.788086
17418, 0.207114
17419, -0.711498
17420, 1.906108
17421, -1.421973
17422, 0.029196
17423, -0.537672
17424, -1.997344
17425, -8.951191
17426, 3.376294
17427, -2.340494
17428, 0.993177
17429, -2.004112
17430, 0.240617
17431, -1.609607
17432, -0.204723
17433, -0.066647
17434, 1.095598
17435, -0.107371
17436, 0.936014
17437, -1.035032
17438, 0.225951
17439, 0.100879
17440, -0.621697
17441, 4.914474
17442, 2.593799
17443, -10.258640
17444, 1.442008
17445, 7.109755
17446, 35.001871
17447, -25.042299
17448, -16.441060
17449, 2.722645
17450, -0.884995
17451, 0.028197
17452, -0.015820
17453, -1.907736
17454, 0.717659
17455, -11.943840
17456, -2.757697
17457, -0.194398
17458, -0.251596
17459, -0.604125
17460, 0.891240
17461, -0.579078
17462, 0.430186
17463, -0.339444
17464, 1.290209
17465, -0.071368
17466, -0.131319
17467, -4.360055
17468, 2.202339
17469, -0.253845
17470, -0.025564
17471, -7.453672
17472, 0.832469
17473, -2.859344
17474, 4.674519
17475, -0.070254
17476, 1.162976
17477, -1.377792
17478, 0.896323
17479, 0.578811
17480, 7.677355
17481, -0.982282
17482, 5.964905
17483, -5.504846
17484, 0.432711
17485, -1.203495
17486, 0.557776
17487, 1.612771
17488, 11.248857
17489, -4.730832
17490, 3.776163
17491, -4.718725
17492, -1.423802
17493, -0.846640
17494, 0.065487
17495, -0.491077
17496, 0.888054
17497, -0.708131
17498, 2.198423
17499, 0.157196
17500, 0.087169
17501, -0.497811
17502, 0.526795
17503, -0.182855
17504, -1.109712
17505, -3.448038
17506, 5.721920
17507, 0.346989
17508, 0.175384
17509, -0.624411
17510, 0.472451
17511, 2.003048
17512, 6.931705
17513, -2.084178
17514, -1.604678
17515, -0.575411
17516, 19.184838
17517, -5.757327
17518, 6.510926
17519, -19.574931
17520, -10.014871
17521, 1.058097
17522, -1.845175
17523, -0.250156
17524, 0.571981
17525, 0.075085
17526, 0.757477
17527, -0.405249
17528, 0.904286
17529, -1.301055
17530, 1.068556
17531, 0.693728
17532, 5.321247
17533, -5.017822
17534, 0.159383
17535, -2.129338
17536, 0.582695
17537, -2.707183
17538, 2.693951
17539, -1.125106
17540, 0.259561
17541, 0.024927
17542, 2.948031
17543, -2.724186
17544, 0.078122
17545, -0.051221
17546, 0.238349
17547, 3.127987
17548, 2.022753
17549, -1.484458
17550, 15.745194
17551, -0.195691
17552, 2.021544
17553, -1.854338
17554, 3.547235
17555, -5.260758
17556, 4.861455
17557, -2.112119
17558, 14.418998
17559, 3.031460
17560, -0.832973
17561, -0.167146
17562, 2.420114
17563, 0.120827
17564, 1.191479
17565, -0.188024
17566, 1.122226
17567, -0.963897
17568, 2.131222
17569, -1.620598
17570, 0.981362
17571, -0.197588
17572, 0.449110
17573, -0.060127
17574, -0.201441
17575, -0.421411
17576, -0.777936
17577, 0.536729
17578, -3.089623
17579, 1.823393
17580, 18.556363
17581, -6.152223
17582, 2.048424
17583, -3.352821
17584, 4.582860
17585, -3.465374
17586, 0.163468
17587, -1.639746
17588, -0.208801
17589, -7.771669
17590, 4.242275
17591, 0.220225
17592, 2.397322
17593, -1.235178
17594, 0.334001
17595, -3.553411
17596, 3.728515
17597, -0.399740
17598, 2.644508
17599, -0.368843
17600, 1.142062
17601, -1.271100
17602, 1.052455
17603, -1.008864
17604, 1.423592
17605, -1.353313
17606, 3.350816
17607, -2.241334
17608, 2.091338
17609, -0.344805
17610, 1.433313
17611, -1.203946
17612, 1.149750
17613, -0.795418
17614, 1.982839
17615, -0.026774
17616, 0.140163
17617, 1.369492
17618, -3.363694
17619, -4.647353
17620, -0.345687
17621, -2.841515
17622, 12.606523
17623, -8.305517
17624, 7.428959
17625, -1.639737
17626, 13.850680
17627, -0.119202
17628, 2.034767
17629, 0.309681
17630, -1.474794
17631, -1.096359
17632, -0.002070
17633, -0.153317
17634, 0.451257
17635, -0.593179
17636, 0.457105
17637, -0.687794
17638, 1.370594
17639, -0.749237
17640, 0.729475
17641, -1.414537
17642, 0.227497
17643, -2.250148
17644, 0.523885
17645, -1.172297
17646, 8.673611
17647, -0.331541
17648, 1.578016
17649, -0.497629
17650, 0.173439
17651, 1.237718
17652, -1.638356
17653, -10.624420
17654, 1.481594
17655, -3.112845
17656, 0.351037
17657, -13.498446
17658, 1.250562
17659, -3.308716
17660, 1.915943
17661, -0.169171
17662, 1.129648
17663, -0.600870
17664, 3.886516
17665, -1.756352
17666, 1.175466
17667, -0.325684
17668, -1.794847
17669, -5.248247
17670, 11.328165
17671, -7.361450
17672, -4.218521
17673, -0.318699
17674, -0.341554
17675, 0.218663
17676, 0.246158
17677, -0.026654
17678, 0.408666
17679, -0.701922
17680, 0.730397
17681, 0.218905
17682, 0.529457
17683, -3.794188
17684, 0.280806
17685, -0.244429
17686, 2.452849
17687, -0.371985
17688, 0.939080
17689, -1.370203
17690, -3.654699
17691, -11.295127
17692, 8.078320
17693, -16.960006
17694, 3.794077
17695, -1.871307
17696, -0.645230
17697, -2.064007
17698, 1.484938
17699, -0.529109
17700, 2.020900
17701, 0.347637
17702, 1.616231
17703, -0.783782
17704, 2.650450
17705, -0.366982
17706, 1.311464
17707, -0.463169
17708, 0.141463
17709, -0.319081
17710, 1.004866
17711, -0.277221
17712, 0.530337
17713, 0.132720
17714, 10.477825
17715, -1.039923
17716, 0.243993
17717, 0.253636
17718, 5.071783
17719, -0.103732
17720, 1.000759
17721, -3.442311
17722, 1.770897
17723, -3.999526
17724, -0.189289
17725, -1.255340
17726, 0.426682
17727, 0.284170
17728, -0.589302
17729, 5.123915
17730, 11.460960
17731, -0.187812
17732, 37.662674
17733, 4.320164
17734, -4.629438
17735, 0.789795
17736, 0.734692
17737, -0.624161
17738, 3.753268
17739, -2.128251
17740, -0.037047
17741, -0.337565
17742, 0.081098
17743, -0.349534
17744, 1.543285
17745, -1.846883
17746, 3.839691
17747, 0.251829
17748, 0.389402
17749, -0.135503
17750, 1.230109
17751, -0.442071
17752, 0.562589
17753, -1.169580
17754, -0.388437
17755, -1.051867
17756, 0.018678
17757, 2.865052
17758, 4.561130
17759, -6.849650
17760, 0.555748
17761, -5.114675
17762, 25.121055
17763, 1.887516
17764, 1.605797
17765, 0.098436
17766, 1.299920
17767, -4.075432
17768, 0.385838
17769, -0.441110
17770, 0.926813
17771, -2.237046
17772, 0.122218
17773, -0.815495
17774, 1.056269
17775, -2.413708
17776, 1.240263
17777, -0.511608
17778, 0.174906
17779, -6.657746
17780, 0.197938
17781, -2.369440
17782, 4.540789
17783, -1.411718
17784, 0.741220
17785, -0.674274
17786, 0.398809
17787, -0.555182
17788, 1.081780
17789, -0.282442
17790, -0.630338
17791, -1.500099
17792, -1.153507
17793, -5.261852
17794, 1.496734
17795, 0.257159
17796, -0.524235
17797, -11.775591
17798, 5.356750
17799, 0.042965
17800, 2.208823
17801, -1.786844
17802, 2.284713
17803, -17.207341
17804, 0.712735
17805, -0.360036
17806, 3.259526
17807, -5.484231
17808, 1.792305
17809, 1.898421
17810, -0.203085
17811, 0.302693
17812, 0.107058
17813, -0.235450
17814, 0.511524
17815, -0.632511
17816, 0.275775
17817, 0.511350
17818, 2.991734
17819, -0.324432
17820, 0.329984
17821, -0.389012
17822, -2.231200
17823, -6.255745
17824, 0.469868
17825, -7.561977
17826, 5.729785
17827, -0.006815
17828, 0.506462
17829, -2.321681
17830, 1.034417
17831, -0.002197
17832, 4.259547
17833, -2.890803
17834, 2.184752
17835, -5.066851
17836, 17.844176
17837, 5.813099
17838, 0.578231
17839, -1.933948
17840, 1.259153
17841, -0.479219
17842, 0.230770
17843, -1.654705
17844, 2.707661
17845, -2.437162
17846, 5.101008
17847, -4.100127
17848, -0.732362
17849, -1.367537
17850, 0.450413
17851, -0.020686
17852, -0.007698
17853, 1.933880
17854, 9.913772
17855, -1.523379
17856, -0.211659
17857, -0.515447
17858, 0.211330
17859, -0.689138
17860, 0.081388
17861, 0.772784
17862, -0.322363
17863, -2.700491
17864, 1.473360
17865, -0.708689
17866, -0.544255
17867, 5.412661
17868, -18.008209
17869, -46.857119
17870, 29.971926
17871, 9.759518
17872, -2.881740
17873, -1.768593
17874, 1.065791
17875, -2.641713
17876, -1.248746
17877, 0.968108
17878, 0.029107
17879, -0.364616
17880, 0.054830
17881, -1.524446
17882, 4.437067
17883, 0.114404
17884, 0.793655
17885, -0.983293
17886, 3.335774
17887, -2.485420
17888, 0.384223
17889, -0.321099
17890, 0.265266
17891, 0.511623
17892, 1.916488
17893, 0.199804
17894, 1.812228
17895, -0.663932
17896, 10.917555
17897, -2.679455
17898, 1.775462
17899, -0.280308
17900, 0.697739
17901, -0.419122
17902, -1.993315
17903, -9.022260
17904, 2.499669
17905, -0.751000
17906, 7.489122
17907, -0.910852
17908, 2.027661
17909, -2.471849
17910, 1.591494
17911, 1.535482
17912, 13.470117
17913, -4.565520
17914, 0.871666
17915, 0.111783
17916, 3.014942
17917, -0.191541
17918, 2.009879
17919, 0.381776
17920, 0.534128
17921, -1.258861
17922, 0.757298
17923, -1.119001
17924, 0.178917
17925, -0.549022
17926, 0.029900
17927, 0.152432
17928, 1.183538
17929, -1.188267
17930, -0.121024
17931, -1.222104
17932, 3.168025
17933, -0.086343
17934, 1.495191
17935, -4.087368
17936, 2.546138
17937, -4.517035
17938, 5.074092
17939, -2.869849
17940, 6.946503
17941, -11.482461
17942, -0.200056
17943, -1.550922
17944, 0.838359
17945, -3.228706
17946, 5.641813
17947, -0.390470
17948, 1.545490
17949, 1.643118
17950, -0.103428
17951, -0.287406
17952, 0.139586
17953, -0.106649
17954, -0.735340
17955, -2.412035
17956, -0.264305
17957, -1.889410
17958, 5.215769
17959, -6.404027
17960, 2.187472
17961, -1.724707
17962, 2.697373
17963, 0.459526
17964, 1.030958
17965, -0.108262
17966, 0.608368
17967, -0.886916
17968, 0.562346
17969, 0.371451
17970, -0.304554
17971, -2.603458
17972, 2.179531
17973, -4.074446
17974, 2.147723
17975, 3.226702
17976, 15.053165
17977, -3.333878
17978, 3.703003
17979, -10.925162
17980, 2.261050
17981, -0.730614
17982, 3.311529
17983, -0.350641
17984, 0.669131
17985, -1.027882
17986, 0.335276
17987, -1.432888
17988, 3.501592
17989, -0.442121
17990, 0.865663
17991, -0.522081
17992, 0.211776
17993, -0.269009
17994, 0.268200
17995, -0.085441
17996, -0.516581
17997, -3.203265
17998, 2.927076
17999, -0.141817
18000, 0.441368
18001, 0.283030
18002, 0.240435
18003, -2.819218
18004, 2.031346
18005, -0.118131
18006, -5.902222
18007, -27.104952
18008, 4.683792
18009, -0.607931
18010, 3.643595
18011, -3.706170
18012, 0.610516
18013, -0.208399
18014, 0.164776
18015, -1.615241
18016, 0.232347
18017, 0.244269
18018, 1.815872
18019, -9.579093
18020, 1.418435
18021, -0.505192
18022, 1.900757
18023, -0.271738
18024, 2.474374
18025, -2.308576
18026, 2.397383
18027, -2.493635
18028, 0.352569
18029, -0.321708
18030, 0.584168
18031, -1.039295
18032, 0.735343
18033, 0.272945
18034, 2.174053
18035, 0.147560
18036, 5.457961
18037, -1.218751
18038, 0.965717
18039, -1.143689
18040, 0.638481
18041, -0.803555
18042, 0.244883
18043, 1.523326
18044, -0.382559
18045, 4.145085
18046, 12.651304
18047, -9.803875
18048, 17.500640
18049, -12.966199
18050, -0.954434
18051, 1.480922
18052, -1.439848
18053, -0.998200
18054, -0.153496
18055, 0.356657
18056, 0.651244
18057, -0.257573
18058, 0.829466
18059, -2.265522
18060, 1.770518
18061, -0.120263
18062, 0.063092
18063, -0.023285
18064, -0.153642
18065, -0.799948
18066, 2.411134
18067, -2.184497
18068, 1.147641
18069, 0.216190
18070, 5.511114
18071, -2.203077
18072, 4.326031
18073, -3.739156
18074, 0.546223
18075, 0.061225
18076, -0.668965
18077, -0.470393
18078, 4.597760
18079, -1.710899
18080, 3.339957
18081, -1.446257
18082, 8.356498
18083, -6.487128
18084, 3.191140
18085, -4.452540
18086, -0.818194
18087, -0.978473
18088, 1.173821
18089, -2.971358
18090, 0.205407
18091, -0.934611
18092, 2.529206
18093, -1.061693
18094, 3.714748
18095, -4.307920
18096, 4.512992
18097, -1.432131
18098, -1.271330
18099, -0.417391
18100, 0.262955
18101, -0.104562
18102, 1.872815
18103, -0.375689
18104, 0.970878
18105, -0.233959
18106, 0.295749
18107, 0.496569
18108, -0.039636
18109, 0.930049
18110, -7.296156
18111, -8.901118
18112, -0.926799
18113, -16.260722
18114, 8.841227
18115, -3.821252
18116, 1.384242
18117, -0.738284
18118, 6.883875
18119, -1.792037
18120, 5.174696
18121, -10.463469
18122, -3.652823
18123, 1.856931
18124, 0.105995
18125, -1.140365
18126, 0.870672
18127, -0.572515
18128, 3.186000
18129, 0.150618
18130, 0.389060
18131, -2.642762
18132, 0.877006
18133, -1.460240
18134, 0.174384
18135, 0.068255
18136, 3.203815
18137, -0.315514
18138, 3.904756
18139, -1.092562
18140, 3.658914
18141, -2.261173
18142, 1.029483
18143, 0.009452
18144, 2.094398
18145, -2.500951
18146, 2.845406
18147, -0.558846
18148, 2.109503
18149, -0.685732
18150, -0.157332
18151, 0.093873
18152, 7.405300
18153, -2.565229
18154, 7.692096
18155, -3.582261
18156, 0.661859
18157, -0.330187
18158, 0.065268
18159, -18.303327
18160, 17.403876
18161, 14.326672
18162, -0.785434
18163, -0.594140
18164, -0.304088
18165, 0.236159
18166, 0.305251
18167, -0.005863
18168, 1.111584
18169, -0.526233
18170, -0.102951
18171, -3.509271
18172, 0.029219
18173, -2.530839
18174, 2.952196
18175, -1.663284
18176, -0.077424
18177, -0.321753
18178, -0.023180
18179, 4.378341
18180, -0.743285
18181, -11.304887
18182, 0.747359
18183, -2.868954
18184, 0.463114
18185, -7.362235
18186, 7.373611
18187, -1.528814
18188, 19.342460
18189, -1.372370
18190, -2.245085
18191, 1.629645
18192, 0.084317
18193, -0.820849
18194, 0.862484
18195, -1.504813
18196, 0.144554
18197, -0.996651
18198, 0.588400
18199, -3.859414
18200, 0.283608
18201, -4.159150
18202, 1.831075
18203, -0.054338
18204, 2.383345
18205, -6.737435
18206, 0.212585
18207, -0.062290
18208, 0.574166
18209, -0.946407
18210, 1.653449
18211, -0.898443
18212, 1.375613
18213, -1.242639
18214, 0.500297
18215, -0.185789
18216, -0.968236
18217, -1.985757
18218, -0.590492
18219, -4.304801
18220, 0.375585
18221, 6.716432
18222, 16.475934
18223, -10.412855
18224, 6.385625
18225, -8.203343
18226, 2.026763
18227, 0.725179
18228, 1.116115
18229, -3.292178
18230, -0.225961
18231, -1.108570
18232, 3.453673
18233, -2.071160
18234, 1.726451
18235, -0.833459
18236, -0.604189
18237, -0.514042
18238, 1.033570
18239, -1.190453
18240, 0.167881
18241, -0.136827
18242, -0.016116
18243, -0.099057
18244, -0.582514
18245, 2.222708
18246, 2.038963
18247, -6.277413
18248, 2.899254
18249, -5.145308
18250, 1.940567
18251, -1.113451
18252, 8.193269
18253, 0.364374
18254, 2.453204
18255, -2.444361
18256, 0.894980
18257, -1.148436
18258, 3.653381
18259, -0.096650
18260, 5.679631
18261, -5.509565
18262, 2.334119
18263, -8.337119
18264, -2.099908
18265, -0.554982
18266, 2.723240
18267, -0.414419
18268, 0.192254
18269, -6.441940
18270, 0.106021
18271, -0.317204
18272, 0.368033
18273, 0.771401
18274, 9.504837
18275, -1.004290
18276, -0.784599
18277, -0.380770
18278, 1.689237
18279, -0.338495
18280, 0.013122
18281, -0.201832
18282, 1.509632
18283, 0.228555
18284, -0.288864
18285, -5.025149
18286, 2.190172
18287, -0.088847
18288, -0.001457
18289, 0.907373
18290, 0.973977
18291, -0.485051
18292, -7.803644
18293, 1.524340
18294, 64.925972
18295, 6.110397
18296, -4.526807
18297, 1.102233
18298, -2.161716
18299, -0.053354
18300, 1.387602
18301, -0.071190
18302, 0.888096
18303, -0.333464
18304, 1.331554
18305, -1.388309
18306, 0.359774
18307, -0.210999
18308, -0.156393
18309, 0.604561
18310, 1.950074
18311, -3.017367
18312, 7.325379
18313, 0.142020
18314, 0.757621
18315, -2.122793
18316, 0.788876
18317, -2.040103
18318, 0.905310
18319, -1.078393
18320, 1.178318
18321, 0.370299
18322, 1.260023
18323, 1.842234
18324, 6.811797
18325, -12.486150
18326, -0.254568
18327, -0.419690
18328, 0.633204
18329, -4.470470
18330, 4.282540
18331, -0.305494
18332, 1.213651
18333, -3.600955
18334, 1.153215
18335, -2.655823
18336, 9.292993
18337, -2.081015
18338, 9.831795
18339, 4.378518
18340, 1.075615
18341, -0.068947
18342, 1.376838
18343, -0.267183
18344, 2.068112
18345, -0.563043
18346, 0.582761
18347, -0.141258
18348, 0.663540
18349, -0.239725
18350, 0.111521
18351, -1.409716
18352, 0.278840
18353, -0.316738
18354, -0.561552
18355, -2.084032
18356, 1.707647
18357, -5.417063
18358, 0.471553
18359, 1.379393
18360, -0.019343
18361, 3.306913
18362, 40.010868
18363, 5.420366
18364, 0.179362
18365, -1.340593
18366, 1.574140
18367, -1.040242
18368, 0.308473
18369, -3.036470
18370, 7.160354
18371, -1.756862
18372, -1.420261
18373, -0.452518
18374, 0.892805
18375, -0.045253
18376, 1.154828
18377, -2.080422
18378, 1.569062
18379, -0.863075
18380, 0.507782
18381, -1.026289
18382, 0.328151
18383, -0.209117
18384, 5.946659
18385, -2.246036
18386, 4.348070
18387, -2.538474
18388, 1.505070
18389, -2.357915
18390, -0.421574
18391, 0.030879
18392, 0.099153
18393, -0.100056
18394, 0.473793
18395, 0.062588
18396, -6.106280
18397, -7.101846
18398, 3.230040
18399, -2.244273
18400, 15.129710
18401, -5.608979
18402, 4.993435
18403, -8.880883
18404, 4.053566
18405, 2.463734
18406, 0.126840
18407, -2.115931
18408, 0.323733
18409, -1.473294
18410, 2.126791
18411, 0.185893
18412, 0.267759
18413, -0.045464
18414, 2.052356
18415, -0.205626
18416, 2.428321
18417, -1.215133
18418, 1.173681
18419, -0.547646
