"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
1,-371.842658333333,-3.96508333333333,-1.6816,-0.808108333333333,-0.339391666666667,0.00100833333333333,0.341025000000001,0.807641666666667,1.67688333333333,3.930325,413.216516666667,-0.00175180376031748
1,26.5099,1.32155,0.76835,0.51335,0.3571,0.2951,0.358850000000003,0.51715,0.76315,1.3022,10.2989,0.998481615904448
